day,cost_phones,cost_cases,cost_accessories,group
6,24800,0,0,pilot
6,41500,1900,0,pilot
6,19700,0,0,pilot
6,47400,1800,0,pilot
6,44300,0,0,pilot
6,46700,0,4400,pilot
6,39200,1100,0,pilot
6,16400,0,0,pilot
6,33200,1700,0,pilot
6,53700,1600,2500,pilot
6,27600,2400,0,pilot
6,47800,0,0,pilot
6,23000,0,0,pilot
6,13900,0,0,pilot
6,7200,0,0,pilot
6,52900,1900,0,pilot
6,13000,2800,0,pilot
6,32600,2500,2200,pilot
6,45300,1700,0,pilot
6,21000,3300,3200,pilot
6,18300,0,2900,pilot
6,43200,0,0,pilot
6,15100,2700,3400,pilot
6,44900,2900,0,pilot
6,73300,900,0,pilot
6,54100,1400,0,pilot
6,49400,0,0,pilot
6,29100,3400,0,pilot
6,34100,0,0,pilot
6,32500,0,0,pilot
6,19100,1500,0,pilot
6,42200,1800,1600,pilot
6,39300,1600,0,pilot
6,41800,1500,0,pilot
6,30100,1900,0,pilot
6,8900,2600,0,pilot
7,54600,0,0,pilot
7,35100,0,0,pilot
7,38700,1700,0,pilot
7,6600,2800,0,pilot
7,45200,0,0,pilot
7,61900,1400,0,pilot
7,25900,1100,0,pilot
7,76300,0,0,pilot
7,43700,0,2900,pilot
7,26200,0,0,pilot
7,10900,2100,0,pilot
7,50700,2300,4700,pilot
7,36300,0,3100,pilot
7,27800,0,0,pilot
7,30800,0,2100,pilot
7,22700,0,0,pilot
7,23400,0,0,pilot
7,27400,0,3200,pilot
7,28100,0,0,pilot
7,34700,0,0,pilot
7,16300,0,3800,pilot
7,58600,0,0,pilot
7,43900,0,0,pilot
7,18800,1500,0,pilot
7,36600,2300,0,pilot
7,18900,1600,3000,pilot
7,21800,1900,3100,pilot
7,50300,2400,0,pilot
7,46200,2500,0,pilot
7,6100,0,3400,pilot
7,31100,1600,0,pilot
7,95700,2600,0,pilot
7,8700,1900,0,pilot
7,93200,2100,0,pilot
7,13500,2300,0,pilot
7,29500,0,0,pilot
7,36000,0,0,pilot
7,49800,2000,4300,pilot
7,56000,1600,0,pilot
7,56400,2400,2000,pilot
7,46600,0,0,pilot
7,60300,3100,4200,pilot
7,37600,2300,0,pilot
7,72900,2600,0,pilot
7,8200,2600,0,pilot
7,39500,2800,0,pilot
7,79600,0,0,pilot
7,39200,0,0,pilot
7,25500,2500,0,pilot
7,39200,0,0,pilot
7,51900,2200,0,pilot
7,32000,0,0,pilot
7,27900,2900,0,pilot
7,35000,0,0,pilot
7,33100,0,3900,pilot
7,59300,2700,0,pilot
7,59400,0,0,pilot
7,50600,1600,0,pilot
7,59700,0,0,pilot
7,39400,1700,0,pilot
7,26500,0,0,pilot
7,55200,2700,0,pilot
7,17500,2600,0,pilot
7,42700,0,0,pilot
7,27600,0,0,pilot
7,52000,2400,0,pilot
7,17000,1200,0,pilot
7,52000,1500,0,pilot
7,60000,3000,3400,pilot
7,37200,0,0,pilot
7,8700,0,2000,pilot
7,56800,0,3500,pilot
7,40000,3100,0,pilot
7,36700,0,0,pilot
7,40000,0,0,pilot
7,35100,2200,0,pilot
7,38300,0,0,pilot
7,31700,0,0,pilot
7,7800,0,0,pilot
7,51500,3600,0,pilot
7,42400,3200,0,pilot
7,69200,0,0,pilot
7,29900,0,0,pilot
7,18800,0,0,pilot
7,15500,0,2200,pilot
7,54600,2100,1800,pilot
7,33000,0,0,pilot
7,44600,0,0,pilot
7,23000,0,2900,pilot
7,34000,2300,2400,pilot
7,48800,2000,0,pilot
7,21600,0,0,pilot
7,18800,0,0,pilot
7,68400,0,2900,pilot
7,26900,2200,0,pilot
7,66500,0,0,pilot
7,9600,1800,2800,pilot
7,21000,2500,0,pilot
7,69100,0,0,pilot
7,48400,1600,0,pilot
7,51000,1800,0,pilot
7,43200,0,0,pilot
7,9200,2800,0,pilot
7,43900,2400,1300,pilot
7,26100,2800,1500,pilot
7,16200,2500,0,pilot
7,36900,0,4500,pilot
7,60600,2400,0,pilot
7,56500,2500,0,pilot
7,71200,1100,0,pilot
7,22500,0,0,pilot
7,65400,0,0,pilot
7,30500,0,3400,pilot
7,27000,0,0,pilot
7,5400,0,0,pilot
7,9000,0,0,pilot
7,59300,0,3400,pilot
7,81000,0,0,pilot
7,49900,3100,0,pilot
7,49800,0,0,pilot
7,39300,2900,0,pilot
7,48500,1400,0,pilot
7,61800,0,0,pilot
7,15200,0,2400,pilot
7,11900,0,2100,pilot
7,17800,0,4500,pilot
7,14900,2200,4400,pilot
7,31600,0,0,pilot
7,71200,0,1800,pilot
7,9500,0,4500,pilot
7,29300,1700,3500,pilot
7,55400,0,2800,pilot
7,54800,1900,4500,pilot
7,20500,1900,0,pilot
7,17000,2500,0,pilot
7,40800,0,0,pilot
7,49200,0,2800,pilot
7,54000,0,0,pilot
7,31700,0,0,pilot
7,67400,1400,0,pilot
7,48000,1100,0,pilot
7,44700,1500,0,pilot
7,49000,0,0,pilot
7,104100,1800,0,pilot
7,23800,0,2900,pilot
7,50600,0,0,pilot
7,30700,0,0,pilot
7,42500,0,0,pilot
7,46500,1200,0,pilot
7,71200,0,0,pilot
7,43000,2100,0,pilot
7,24400,3300,0,pilot
7,47100,0,1700,pilot
7,51500,0,0,pilot
7,6900,3000,0,pilot
7,12900,0,0,pilot
7,25000,2600,0,pilot
7,63200,0,0,pilot
7,42900,2000,0,pilot
7,59700,2200,0,pilot
7,18800,2800,0,pilot
7,32900,3200,0,pilot
7,51600,1800,0,pilot
7,85500,2100,0,pilot
7,59800,2500,2100,pilot
7,40300,0,0,pilot
7,21300,0,4700,pilot
7,25500,0,4000,pilot
7,23600,1800,0,pilot
7,45600,0,2100,pilot
7,39000,0,0,pilot
7,8300,2800,3000,pilot
7,53500,0,0,pilot
7,38300,0,700,pilot
7,31100,1700,0,pilot
7,37000,3000,0,pilot
7,73100,0,0,pilot
7,36700,0,0,pilot
7,44600,2400,4400,pilot
7,25300,0,0,pilot
7,21900,0,0,pilot
7,26000,0,0,pilot
7,32000,0,0,pilot
7,33900,2400,3800,pilot
7,10800,1600,0,pilot
7,51500,1500,0,pilot
7,38400,2400,0,pilot
7,19100,3000,2000,pilot
7,40700,0,2400,pilot
7,18100,1100,3600,pilot
7,63500,2100,0,pilot
7,10200,1900,0,pilot
7,28000,0,0,pilot
7,39600,2100,0,pilot
7,15400,0,2100,pilot
7,33300,2100,0,pilot
7,15700,2300,0,pilot
7,46700,2300,0,pilot
7,37900,2500,0,pilot
7,16500,0,0,pilot
7,62300,2500,0,pilot
7,13100,0,0,pilot
7,35000,0,0,pilot
7,45000,2000,0,pilot
7,37500,2900,0,pilot
7,19700,1700,0,pilot
7,56100,0,0,pilot
7,30500,2200,0,pilot
7,78300,0,2500,pilot
7,52100,0,0,pilot
7,37700,1700,3600,pilot
7,67100,2500,0,pilot
7,55700,0,0,pilot
7,43800,0,3500,pilot
7,38200,0,3500,pilot
7,10000,0,0,pilot
7,24000,3000,0,pilot
7,50900,0,0,pilot
7,38600,1600,0,pilot
7,42600,0,0,pilot
7,11100,2200,0,pilot
7,15500,0,3000,pilot
7,38500,0,3000,pilot
7,45800,0,0,pilot
7,37200,0,0,pilot
7,22000,2000,3200,pilot
7,20600,0,3900,pilot
7,49900,2900,0,pilot
7,56100,0,0,pilot
7,11100,0,0,pilot
7,63000,0,0,pilot
7,54200,0,4000,pilot
7,31900,0,0,pilot
8,31000,0,4200,pilot
8,31200,2400,0,pilot
8,37200,0,3400,pilot
8,37900,0,2500,pilot
8,29400,2100,5200,pilot
8,44200,2000,0,pilot
8,41100,0,0,pilot
8,43500,0,4100,pilot
8,54300,0,0,pilot
8,21900,0,0,pilot
8,24400,0,0,pilot
8,12100,0,0,pilot
8,23400,2100,0,pilot
8,77300,1500,2500,pilot
8,47600,2100,3100,pilot
8,24600,2100,0,pilot
8,19600,2700,2800,pilot
8,39700,0,0,pilot
8,10900,0,0,pilot
8,22100,2400,0,pilot
8,29800,0,3500,pilot
8,27500,2600,0,pilot
8,50600,1400,0,pilot
8,51300,2500,3900,pilot
8,51900,0,0,pilot
8,36000,0,3700,pilot
8,49400,0,2300,pilot
8,23400,0,0,pilot
8,26100,1800,0,pilot
8,18600,2500,2300,pilot
8,41800,0,0,pilot
8,87100,1300,0,pilot
8,49300,0,0,pilot
8,38500,4000,0,pilot
8,9300,0,0,pilot
8,25100,0,2500,pilot
8,71200,0,0,pilot
8,21500,0,0,pilot
8,67900,1700,0,pilot
8,43700,0,0,pilot
8,50100,0,0,pilot
8,33700,800,0,pilot
8,62700,900,0,pilot
8,18100,0,0,pilot
8,16200,2400,0,pilot
8,36000,0,0,pilot
8,18600,1600,3500,pilot
8,26200,1400,0,pilot
8,33800,0,0,pilot
8,37500,2500,0,pilot
8,56700,2300,3300,pilot
8,58900,1400,0,pilot
8,24200,2300,3700,pilot
8,42700,1800,0,pilot
8,80500,0,0,pilot
8,9800,1400,0,pilot
8,52000,0,0,pilot
8,31600,2200,0,pilot
8,13300,2800,0,pilot
8,64800,0,0,pilot
8,39200,0,0,pilot
8,29500,2600,3100,pilot
8,6400,0,4000,pilot
8,28700,1900,4800,pilot
8,27500,1100,2800,pilot
8,56700,0,0,pilot
8,57500,1200,0,pilot
8,23800,0,3200,pilot
8,34400,0,0,pilot
8,36700,0,3800,pilot
8,53600,1800,5500,pilot
8,30600,0,2900,pilot
8,30700,0,0,pilot
8,54300,0,0,pilot
8,52300,0,0,pilot
8,11000,1000,0,pilot
8,45800,0,0,pilot
8,17600,0,0,pilot
8,20400,0,3400,pilot
8,29400,2200,0,pilot
8,37800,0,0,pilot
8,60300,0,0,pilot
8,57500,2000,0,pilot
8,30900,0,0,pilot
8,29600,2700,1700,pilot
8,53600,0,0,pilot
8,30100,1500,4100,pilot
8,25200,2300,2600,pilot
8,28200,0,0,pilot
8,42200,0,3600,pilot
8,55200,0,0,pilot
8,67200,1600,1800,pilot
8,37500,1600,0,pilot
8,6700,0,2900,pilot
8,11900,0,0,pilot
8,13900,0,0,pilot
8,33300,2200,4800,pilot
8,28800,1900,0,pilot
8,11800,1500,0,pilot
8,49200,1800,0,pilot
8,21400,0,0,pilot
8,37500,0,0,pilot
8,8800,0,0,pilot
8,21100,0,0,pilot
8,25000,0,4900,pilot
8,39500,2100,2800,pilot
8,11800,0,0,pilot
8,26100,0,0,pilot
8,29000,0,0,pilot
8,37300,0,0,pilot
8,10500,0,0,pilot
8,28300,0,0,pilot
8,76600,0,0,pilot
8,45600,1100,4800,pilot
8,15600,0,0,pilot
8,53000,0,0,pilot
8,26600,0,0,pilot
8,43800,2100,0,pilot
8,36500,0,0,pilot
8,12300,1200,0,pilot
8,14400,0,2500,pilot
8,56400,1900,0,pilot
8,41000,0,0,pilot
8,38400,2200,0,pilot
8,19200,0,3600,pilot
8,50300,0,0,pilot
8,68800,2300,0,pilot
8,35600,0,0,pilot
8,37300,0,0,pilot
8,56600,0,0,pilot
8,52900,0,0,pilot
8,39600,2500,0,pilot
8,75800,0,0,pilot
8,28000,0,0,pilot
8,54200,0,0,pilot
8,86800,2700,0,pilot
8,31600,1400,4200,pilot
8,82600,0,0,pilot
8,55900,0,0,pilot
8,29800,1500,0,pilot
8,17300,3600,3400,pilot
8,50700,2300,0,pilot
8,36100,2200,0,pilot
8,72500,0,3200,pilot
8,35900,0,0,pilot
8,31500,2700,0,pilot
8,36700,1800,3100,pilot
8,49600,0,0,pilot
8,36600,2300,0,pilot
8,39800,3500,0,pilot
8,40100,1800,0,pilot
8,36200,0,3800,pilot
8,17300,1800,0,pilot
8,37500,0,0,pilot
8,38100,0,2100,pilot
8,21000,2100,0,pilot
8,39800,0,3000,pilot
8,29000,1900,0,pilot
8,63400,0,3200,pilot
8,57200,0,0,pilot
8,20000,0,0,pilot
8,34400,0,0,pilot
8,22700,1800,0,pilot
8,22300,0,0,pilot
8,54500,0,0,pilot
8,43300,0,0,pilot
8,40400,1700,4300,pilot
8,33700,0,5200,pilot
8,39500,3100,0,pilot
8,51500,2100,0,pilot
8,31400,1500,2000,pilot
8,42200,0,0,pilot
8,20900,0,0,pilot
8,35400,0,0,pilot
8,53000,0,0,pilot
8,35200,0,0,pilot
8,42000,2100,0,pilot
8,21700,1600,0,pilot
8,47100,0,0,pilot
8,65100,0,2800,pilot
8,20900,0,0,pilot
8,7800,0,0,pilot
8,70200,3000,0,pilot
8,40900,0,3100,pilot
8,31100,1600,3500,pilot
8,21600,2000,0,pilot
8,36100,1500,3000,pilot
8,65300,1700,0,pilot
8,16100,0,2800,pilot
8,68900,0,0,pilot
8,45800,0,0,pilot
8,45300,0,0,pilot
8,39500,2100,3300,pilot
8,46100,0,4500,pilot
8,49800,0,3000,pilot
8,49900,2500,0,pilot
8,29500,1800,0,pilot
8,51700,0,2600,pilot
8,16100,0,1900,pilot
8,43300,1300,0,pilot
8,57400,2200,5000,pilot
8,37900,0,0,pilot
8,79100,0,0,pilot
8,54900,0,0,pilot
8,12200,1900,0,pilot
8,19000,0,3700,pilot
8,8400,1200,0,pilot
8,8400,2400,0,pilot
8,34300,0,0,pilot
8,37800,0,0,pilot
8,51600,1600,0,pilot
8,22900,0,2200,pilot
8,8200,1700,0,pilot
8,59800,0,1900,pilot
8,14100,0,4400,pilot
8,34500,0,3900,pilot
8,25800,0,0,pilot
8,85700,1300,2200,pilot
8,30400,0,0,pilot
8,11700,0,0,pilot
8,12300,0,0,pilot
8,9500,1600,3300,pilot
8,12400,2100,0,pilot
8,12500,2200,0,pilot
8,31700,0,0,pilot
8,46500,1300,0,pilot
8,52600,0,0,pilot
8,44300,0,2900,pilot
8,46900,2100,0,pilot
8,49200,3200,0,pilot
8,93600,0,0,pilot
8,33400,1700,0,pilot
8,45300,0,0,pilot
8,26500,0,0,pilot
8,50600,0,0,pilot
8,48900,2600,0,pilot
8,22000,2100,0,pilot
8,24300,1200,4100,pilot
8,25000,0,0,pilot
8,47800,0,4100,pilot
8,43800,1700,0,pilot
8,52300,1600,0,pilot
8,38600,2000,0,pilot
8,21500,0,2900,pilot
8,33300,0,0,pilot
8,27800,2000,0,pilot
8,5500,0,0,pilot
8,37200,0,0,pilot
8,44400,0,3500,pilot
8,38600,2200,0,pilot
8,48000,1800,0,pilot
8,9100,2600,0,pilot
8,41700,0,3200,pilot
8,77400,1400,2200,pilot
8,61200,2000,0,pilot
8,49300,1000,0,pilot
8,49100,0,0,pilot
9,36700,0,0,pilot
9,11000,2000,0,pilot
9,40600,1900,0,pilot
9,22700,0,1300,pilot
9,37700,2600,0,pilot
9,40600,2400,0,pilot
9,16500,0,0,pilot
9,26500,2700,0,pilot
9,40500,2800,0,pilot
9,41600,3300,2500,pilot
9,17400,0,1300,pilot
9,50100,2300,0,pilot
9,9100,0,0,pilot
9,62900,0,4200,pilot
9,10500,2100,0,pilot
9,14300,0,0,pilot
9,60100,1400,0,pilot
9,39600,0,2600,pilot
9,25400,2600,0,pilot
9,41400,0,0,pilot
9,28500,1900,4000,pilot
9,35200,1800,3200,pilot
9,37300,1700,0,pilot
9,59500,0,0,pilot
9,45600,0,0,pilot
9,33500,2700,0,pilot
9,51500,1500,0,pilot
9,30900,1900,0,pilot
9,15000,2700,1400,pilot
9,12200,1100,0,pilot
9,48200,2900,0,pilot
9,51000,2500,0,pilot
9,28200,0,3900,pilot
9,14200,1800,0,pilot
9,7400,0,3900,pilot
9,33600,0,2500,pilot
9,62600,0,0,pilot
9,21600,2700,0,pilot
9,26900,1600,0,pilot
9,41300,0,0,pilot
9,39300,1200,0,pilot
9,46200,2600,0,pilot
9,37400,0,0,pilot
9,43100,0,0,pilot
9,44000,0,0,pilot
9,57200,1000,0,pilot
9,13000,3800,3600,pilot
9,85600,0,0,pilot
9,41000,0,0,pilot
9,12800,1500,0,pilot
9,16200,0,1400,pilot
9,27000,2100,0,pilot
9,41400,0,0,pilot
9,60000,0,1800,pilot
9,31000,0,0,pilot
9,59700,2700,0,pilot
9,47200,0,0,pilot
9,25900,3200,0,pilot
9,65400,2200,1600,pilot
9,61600,1200,0,pilot
9,35900,0,0,pilot
9,48700,0,0,pilot
9,48600,2700,0,pilot
9,80500,2300,2600,pilot
9,61900,2700,0,pilot
9,44000,0,0,pilot
9,26400,2600,0,pilot
9,47100,0,300,pilot
9,33800,1600,0,pilot
9,23400,0,0,pilot
9,28200,0,0,pilot
9,40300,1200,0,pilot
9,45100,3600,3200,pilot
9,50900,0,0,pilot
9,55900,0,1300,pilot
9,48500,0,0,pilot
9,46400,0,4400,pilot
9,31600,0,3800,pilot
9,68600,0,0,pilot
9,66700,3000,0,pilot
9,33200,0,0,pilot
9,23800,0,0,pilot
9,13700,0,0,pilot
9,50400,0,0,pilot
9,46100,2300,1400,pilot
9,37400,0,0,pilot
9,52200,0,0,pilot
9,46300,0,3400,pilot
9,31500,0,0,pilot
9,58000,1400,0,pilot
9,38300,1000,0,pilot
9,16600,0,0,pilot
9,62800,0,0,pilot
9,42800,2000,0,pilot
9,10700,0,0,pilot
9,23200,0,0,pilot
9,90300,2600,0,pilot
9,25100,0,2500,pilot
9,11500,0,0,pilot
9,48700,2100,3600,pilot
9,38700,0,0,pilot
9,31700,0,0,pilot
9,11600,0,4000,pilot
9,22000,0,0,pilot
9,51900,1100,0,pilot
9,41200,0,0,pilot
9,29600,2400,0,pilot
9,54800,0,0,pilot
9,67700,0,3000,pilot
9,29100,0,3600,pilot
9,26400,0,0,pilot
9,9700,2600,0,pilot
9,6800,0,2000,pilot
9,34200,1000,0,pilot
9,16000,0,0,pilot
9,17700,1700,0,pilot
9,52900,2600,0,pilot
9,16700,0,2500,pilot
9,26900,0,0,pilot
9,10900,0,0,pilot
9,21700,3200,2900,pilot
9,8000,3500,0,pilot
9,30000,0,0,pilot
9,45400,0,0,pilot
9,32200,1200,2300,pilot
9,79100,0,0,pilot
9,35500,1500,0,pilot
9,37500,0,0,pilot
9,44300,0,0,pilot
9,17000,0,0,pilot
9,9200,1900,3700,pilot
9,39500,2500,0,pilot
9,72700,0,0,pilot
9,62100,0,0,pilot
9,11300,0,0,pilot
9,68900,2300,0,pilot
9,7400,0,2000,pilot
9,7300,0,0,pilot
9,26600,0,0,pilot
9,67000,0,3100,pilot
9,61400,0,0,pilot
9,31600,2400,0,pilot
9,24200,2400,0,pilot
9,17200,1700,0,pilot
9,50700,1400,0,pilot
9,21900,2600,0,pilot
9,20700,2500,0,pilot
9,62900,1700,0,pilot
9,36800,0,0,pilot
9,8900,2500,0,pilot
9,11800,0,0,pilot
9,42200,1600,0,pilot
9,49000,0,0,pilot
9,32500,0,0,pilot
9,55900,0,0,pilot
9,34200,0,0,pilot
9,45500,2500,0,pilot
9,37400,1300,0,pilot
9,41100,1900,0,pilot
9,13100,1800,0,pilot
9,39800,2600,0,pilot
9,18700,2000,0,pilot
9,25100,2500,0,pilot
9,35900,0,0,pilot
9,25600,0,0,pilot
9,15500,0,4200,pilot
9,35400,0,0,pilot
9,58900,0,0,pilot
9,18900,0,0,pilot
9,35600,0,0,pilot
9,65400,0,0,pilot
9,26100,0,4100,pilot
9,34800,1300,1900,pilot
9,21400,0,0,pilot
9,54300,0,0,pilot
9,67900,2800,0,pilot
9,38900,0,0,pilot
9,61200,1900,0,pilot
9,33400,0,3200,pilot
9,14000,0,0,pilot
9,63000,3100,0,pilot
9,30900,2500,0,pilot
9,50300,0,0,pilot
9,59700,3400,0,pilot
9,56400,0,0,pilot
9,38000,0,0,pilot
9,47500,2100,0,pilot
9,44200,0,0,pilot
9,41300,0,3100,pilot
9,26500,0,0,pilot
9,26300,0,0,pilot
9,11400,1900,2900,pilot
9,23800,0,3900,pilot
9,31100,2900,0,pilot
9,35900,0,2200,pilot
9,52700,0,3600,pilot
9,39300,2000,4300,pilot
9,49100,0,0,pilot
9,52700,900,0,pilot
9,12100,0,0,pilot
9,47600,1300,4300,pilot
9,40400,2600,0,pilot
9,7900,2100,0,pilot
9,35000,1000,0,pilot
9,68200,2100,0,pilot
9,29700,1800,0,pilot
9,32700,3000,2900,pilot
9,22100,0,0,pilot
9,18900,0,500,pilot
9,24900,2500,0,pilot
9,44500,0,0,pilot
9,62300,1300,1800,pilot
9,29200,0,0,pilot
9,36000,0,0,pilot
9,47400,0,0,pilot
9,57700,0,0,pilot
9,33400,0,0,pilot
9,9000,2600,0,pilot
9,24000,2500,0,pilot
9,44200,1700,0,pilot
9,34900,2000,3400,pilot
9,51400,0,1900,pilot
9,12500,1400,2600,pilot
9,26800,0,0,pilot
9,9800,3000,4300,pilot
9,10000,2400,0,pilot
9,38400,0,0,pilot
9,14600,2500,0,pilot
9,37900,1600,0,pilot
9,49800,0,0,pilot
9,42300,2100,0,pilot
9,38200,2100,4100,pilot
9,62800,0,2300,pilot
9,39200,0,0,pilot
9,37700,0,1500,pilot
9,19500,1600,0,pilot
9,63200,0,0,pilot
9,22800,0,0,pilot
9,43500,0,0,pilot
9,21700,0,0,pilot
9,35000,0,0,pilot
9,14400,0,2400,pilot
9,20200,0,0,pilot
9,86000,0,0,pilot
9,63500,2300,0,pilot
9,33400,1900,0,pilot
9,42000,0,0,pilot
9,36900,0,0,pilot
9,32100,0,0,pilot
9,21500,900,0,pilot
9,8100,0,0,pilot
10,54300,2200,0,pilot
10,12500,0,3100,pilot
10,26100,0,0,pilot
10,20500,0,0,pilot
10,50200,0,0,pilot
10,40100,0,0,pilot
10,33400,0,2900,pilot
10,25200,0,3300,pilot
10,48700,2100,0,pilot
10,33900,2300,0,pilot
10,29900,2300,0,pilot
10,31000,0,5100,pilot
10,33500,0,0,pilot
10,62100,2800,0,pilot
10,40100,1600,0,pilot
10,63400,2100,0,pilot
10,51100,2200,0,pilot
10,49800,0,0,pilot
10,21000,0,0,pilot
10,26100,1200,2500,pilot
10,32600,2400,2700,pilot
10,5800,3400,700,pilot
10,72900,2900,0,pilot
10,56200,2500,3000,pilot
10,29300,2700,4100,pilot
10,31200,2800,2400,pilot
10,31500,0,3000,pilot
10,64600,0,2600,pilot
10,37700,0,2900,pilot
10,54200,2200,0,pilot
10,4100,1600,0,pilot
10,15700,0,2300,pilot
10,38500,0,2800,pilot
10,58200,0,3900,pilot
10,78100,0,0,pilot
10,40900,0,2900,pilot
10,24900,2000,2300,pilot
10,61900,2300,1900,pilot
10,34100,0,0,pilot
10,53500,2400,3700,pilot
10,27400,0,2200,pilot
10,45600,3800,0,pilot
10,44100,2700,0,pilot
10,13200,1300,4100,pilot
10,33000,0,0,pilot
10,25000,0,0,pilot
10,33400,2100,0,pilot
10,31600,0,0,pilot
10,37900,0,0,pilot
10,15700,0,800,pilot
10,31100,0,0,pilot
10,34400,0,0,pilot
10,22400,0,0,pilot
10,39600,3000,5600,pilot
10,58100,0,0,pilot
10,43900,0,0,pilot
10,33500,0,0,pilot
10,29800,3000,0,pilot
10,39600,2600,0,pilot
10,33400,0,0,pilot
10,24200,0,0,pilot
10,28800,2000,0,pilot
10,50500,1700,0,pilot
10,41300,0,0,pilot
10,46100,0,0,pilot
10,9200,1700,3200,pilot
10,60300,0,0,pilot
10,59000,2300,0,pilot
10,32800,2200,0,pilot
10,51200,1400,0,pilot
10,74900,0,0,pilot
10,30700,0,0,pilot
10,69500,3100,0,pilot
10,46400,2400,0,pilot
10,48700,0,0,pilot
10,24600,2200,3200,pilot
10,36000,2500,0,pilot
10,52900,0,0,pilot
10,48300,0,4800,pilot
10,16900,0,0,pilot
10,47300,0,0,pilot
10,12300,0,0,pilot
10,47500,1300,0,pilot
10,29200,0,3300,pilot
10,23800,2600,0,pilot
10,25500,0,0,pilot
10,30600,2000,1400,pilot
10,32800,2700,0,pilot
10,32500,0,0,pilot
10,34900,0,0,pilot
10,48000,0,0,pilot
10,38500,0,3300,pilot
10,47000,0,0,pilot
10,44000,0,2000,pilot
10,51500,0,0,pilot
10,71700,0,0,pilot
10,52100,2600,0,pilot
10,28400,2800,0,pilot
10,36400,3100,0,pilot
10,74500,0,0,pilot
10,28100,0,0,pilot
10,53000,2500,0,pilot
10,29000,0,0,pilot
10,25200,0,0,pilot
10,45500,1400,0,pilot
10,31400,1600,0,pilot
10,53800,0,0,pilot
10,44800,0,0,pilot
10,55000,1800,0,pilot
10,19600,1800,0,pilot
10,43700,2100,0,pilot
10,68400,0,3400,pilot
10,26000,0,0,pilot
10,38300,0,0,pilot
10,25800,3100,0,pilot
10,42700,1900,3000,pilot
10,57400,2200,0,pilot
10,24200,2900,3100,pilot
10,21700,0,0,pilot
10,34600,0,1500,pilot
10,26700,1700,0,pilot
10,32700,0,0,pilot
10,58200,2100,0,pilot
10,59500,1300,0,pilot
10,48700,2500,0,pilot
10,46400,0,0,pilot
10,8800,3200,3300,pilot
10,46000,2400,3800,pilot
10,51300,0,0,pilot
10,44300,0,0,pilot
10,49800,0,0,pilot
10,51500,2100,4300,pilot
10,21500,2300,0,pilot
10,48300,2800,0,pilot
10,54800,0,700,pilot
10,39800,0,0,pilot
10,17000,2700,0,pilot
10,5700,2400,0,pilot
10,27200,0,0,pilot
10,57300,1900,1800,pilot
10,57300,0,0,pilot
10,17500,1300,0,pilot
10,74300,0,0,pilot
10,20000,3100,0,pilot
10,35900,0,0,pilot
10,6900,0,0,pilot
10,64300,3100,0,pilot
10,32800,0,0,pilot
10,81100,2100,0,pilot
10,13700,0,0,pilot
10,58300,900,0,pilot
10,24700,1100,0,pilot
10,32000,0,0,pilot
10,65000,2400,0,pilot
10,42600,0,0,pilot
10,66000,2400,0,pilot
10,52600,2600,0,pilot
10,40300,1500,0,pilot
10,49100,0,0,pilot
10,7200,2100,0,pilot
10,18900,0,3600,pilot
10,15300,3200,0,pilot
10,19700,0,0,pilot
10,54000,0,0,pilot
10,16600,0,0,pilot
10,46900,1900,0,pilot
10,38600,2600,0,pilot
10,48200,0,0,pilot
10,9900,1700,1700,pilot
10,21200,0,0,pilot
10,16300,0,0,pilot
10,51400,2100,0,pilot
10,23600,0,2100,pilot
10,64200,2100,0,pilot
10,60800,2700,0,pilot
10,25000,0,0,pilot
10,69900,3900,0,pilot
10,58600,2700,4900,pilot
10,28700,1800,0,pilot
10,45900,1800,0,pilot
10,48000,1900,0,pilot
10,43000,0,0,pilot
10,69500,2400,0,pilot
10,12600,0,0,pilot
10,40800,2500,4000,pilot
10,42600,0,0,pilot
10,60700,0,0,pilot
10,20900,2900,0,pilot
10,38900,0,0,pilot
10,33500,0,3600,pilot
10,52100,0,900,pilot
10,57300,2200,0,pilot
10,28500,0,0,pilot
10,29400,2100,0,pilot
10,27400,1300,0,pilot
10,34400,2100,0,pilot
10,39500,0,0,pilot
10,27800,2300,3600,pilot
10,23300,2500,0,pilot
10,34600,0,0,pilot
10,42800,0,0,pilot
10,53200,2200,3500,pilot
10,45000,2500,0,pilot
10,55300,0,0,pilot
10,33400,0,0,pilot
10,51700,0,0,pilot
10,51500,0,2200,pilot
11,48900,0,0,pilot
11,85000,2600,0,pilot
11,51100,2600,0,pilot
11,17100,1200,0,pilot
11,53300,2400,0,pilot
11,40600,2000,0,pilot
11,35500,0,0,pilot
11,27800,0,3200,pilot
11,20600,1900,0,pilot
11,30100,2500,3000,pilot
11,39300,0,0,pilot
11,25300,600,0,pilot
11,38900,0,1100,pilot
11,9600,0,0,pilot
11,50400,0,2600,pilot
11,30200,0,0,pilot
11,23300,2400,2500,pilot
11,54400,0,0,pilot
11,71500,0,0,pilot
11,23700,3000,0,pilot
11,32300,2500,0,pilot
11,10500,2100,0,pilot
11,50400,2300,0,pilot
11,6900,1900,0,pilot
11,42700,3200,0,pilot
11,58500,0,0,pilot
11,33300,0,0,pilot
11,10200,0,0,pilot
11,33200,0,0,pilot
11,60600,0,0,pilot
11,28500,0,0,pilot
11,18800,1600,0,pilot
11,23700,2900,0,pilot
11,11700,1700,0,pilot
11,42500,2500,4300,pilot
11,27900,2600,0,pilot
